,dayreturn,price,Beta,3MoFear,MarketCapitalization,JSpread,VWkAvg,ndr,yrHi,yrLo,qHi,qLo,mHi,mLo,PriceToBook,ndvratio,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,Y
106,0.141509433962264,7.26,0.5107,0.07133863851462818,223.8709,6.05,18.055000000000003,-0.40220385674931125,1.0,2.334405144694534,1.0,2.0683760683760686,1.0,1.4376237623762376,3.2601,1.7732203658246892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
107,0.08170786913107642,49.91,1.0335,0.07133863851462818,1013.6705,6.05,18.055000000000003,0.014626307353235779,0.9962076245991067,1.5910104688871383,0.9962076245991067,1.166939443535188,1.0,1.1037151458709609,6.2058,0.3870905214188796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
108,0.11009620721616376,23.09,1.5704,0.07133863851462818,1486.8575,6.05,18.055000000000003,0.1862277609354699,0.9374746625040464,1.8095611285266457,0.9374746625040464,1.1413741967375186,0.9374746625040464,1.1100962072161638,3.1917,2.289652974826639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
109,0.11837237977805182,9.07,2.759,0.07133863851462818,802.2384,6.05,18.055000000000003,0.0011025358324145973,0.4505713090199359,1.149556400506971,0.8134529147982063,1.1380175658720202,0.9763186221743811,1.1380175658720202,0.7783,0.427280888789137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
110,0.0915952946551184,85.33000200000001,0.8291,0.07133863851462818,1584.0791,6.05,18.055000000000003,0.00527360822047096,0.9037280640484658,1.6271930516245816,0.9037280640484658,1.3272670815481866,0.9037280640484658,1.0915952946551184,4.7216,0.3279373368146214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
111,0.08045392162078202,41.900002,1.4168,0.07133863851462818,1152.0494,6.05,18.055000000000003,0.019331669721638578,0.9146474805796228,1.7679324992433545,1.0,1.5170166720848417,1.0,1.1245304414670125,8.3119,0.23035458603554282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
112,0.08874137300555418,610.000023,0.8769,0.07133863851462818,570338.9915,6.05,18.055000000000003,-0.0037705342840620437,0.9587728130315943,1.9345427167899312,0.9587728130315943,1.4509646031346983,0.9587728130315943,1.0887413730055542,5.5644,0.5918322555117282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
113,0.12356687898089191,8.82,1.0949,0.07133863851462818,1083.4768,6.05,18.055000000000003,-0.023809523809523947,0.9245283018867926,1.566607460035524,1.0,1.240506329113924,1.0,1.240506329113924,1.2903,0.22039714494875548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
114,0.12429534949267196,39.889998999999996,0.986,0.07133863851462818,4270.7431,6.05,18.055000000000003,0.005013813111401921,1.0,2.201434701907577,1.0,1.5138519544592028,1.0,1.1925260928990704,4.0345,0.33883653921034185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
115,0.10995747475424844,23.52,1.7837,0.07133863851462818,669.2443,6.05,18.055000000000003,-0.029761904761904767,0.8397001071046054,1.865186360031721,0.8397001071046054,1.1099574747542484,0.8963414634146342,1.1099574747542484,2.1078,0.3349662287538039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
116,0.1294964028776977,7.85,1.4587,0.07133863851462818,375.7436,6.05,18.055000000000003,-0.026751592356687892,0.34460051165054817,1.396797153024911,0.6552587646076794,1.1376811594202898,0.8486486486486486,1.1376811594202898,1.3697,0.4186885245901639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
117,0.13573334717419172,38.490002000000004,1.4822,0.053894648509591137,1461.8072,6.06,17.655000166666664,0.02130420777842512,0.8532476423576226,1.6179066995415428,0.8913849467345994,1.1551621248499402,0.9892059110768442,1.1551621248499402,2.1723,0.25859508852084523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
118,0.21437740693196417,9.46,1.3756,0.053894648509591137,777.7694,6.06,17.655000166666664,0.07188160676532762,0.6850108616944244,1.3138888888888889,1.0,1.3138888888888889,1.0,1.2382198952879582,0.6762,0.6256408787557644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
119,0.13253494258021714,169.279999,1.0786,0.053894648509591137,7424.5183,6.06,17.655000166666664,-0.0005907726877999453,1.0,2.0636352683607857,1.0,1.4360366755014424,1.0,1.1461069901037304,3.6033,0.16727972067143418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
120,0.12427114485606183,86.760002,1.2631,0.053894648509591137,16126.168,6.06,17.655000166666664,-0.011295551075329091,0.9901848782178198,1.7245080555653338,1.0,1.3347692615384616,1.0,1.1770452201471338,5.8059,0.6391443422630948,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
121,0.1862277609354699,27.389999,1.5789,0.053894648509591137,1763.7517,6.06,17.655000166666664,0.017524717689840097,1.0,2.146551645768025,1.0,1.353929757785467,1.0,1.3168269383089874,3.786,0.3232181318135127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
122,0.10586528142511442,76.360001,2.0108,0.053894648509591137,2283.1021,6.06,17.655000166666664,0.01466739111226567,1.0,2.0444445806931504,1.0,1.369440526163577,1.0,1.1170274997509142,3.6039,0.5701800847457628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123,0.11363636363636354,3.92,2.5633,0.053894648509591137,378.8445,6.06,17.655000166666664,0.07653061224489788,0.8749999999999999,3.8058252427184462,0.8749999999999999,1.57429718875502,0.8749999999999999,1.1264367816091954,4.5953,1.3258620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
124,0.13672922252010733,16.96,1.3395,0.053894648509591137,278.6019,6.06,17.655000166666664,0.05955182783018853,0.8902887139107611,1.4799301919720766,1.0,1.4004955739467857,1.0,1.3503183638281557,0.3252,0.8030181623931624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
125,0.24269662921348312,11.06,2.0381,0.053894648509591137,250.6474,6.06,17.655000166666664,0.0036166365280287938,1.0,2.0072595281306715,1.0,1.5490196078431373,1.0,1.4035532994923858,1.2833,0.539518545304267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
126,0.07571560480147732,11.65,0.8189,0.053894648509591137,429.6622,6.06,17.655000166666664,-0.0051502145922747156,0.7751164337990686,2.005163511187608,0.9290271132376396,1.3902147971360381,0.9290271132376396,1.1095238095238096,2.6214,0.6909561427403977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
127,0.08643933386201419,13.7,2.1812,0.053894648509591137,257.5976,6.06,17.655000166666664,0.021897810218978186,0.9906001446131597,2.6705653021442495,0.9906001446131597,1.2603495860165594,1.0,1.2059859154929577,1.4746,1.2295081967213115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,0.09788249708819419,27.48,1.2571,0.053894648509591137,760.3527,6.06,17.655000166666664,0.048034898107714774,1.0,1.9812545061283346,1.0,1.4334898278560249,1.0,1.17085646232878,3.5037,0.7908553047274398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
129,0.0773592111235637,26.6,1.248,0.053894648509591137,1678.4204,6.06,17.655000166666664,0.021052631578947212,1.0,1.3839750980215975,1.0,1.2003610108303249,1.0,1.1692307692307693,1.8372,0.6907365828927355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130,0.09187279151943462,3.09,2.3593,0.053894648509591137,312.6986,6.06,17.655000166666664,0.03883495145631066,0.6602564102564102,2.239130434782609,0.7862595419847328,1.1529850746268655,0.906158357771261,1.1529850746268655,1.432,1.0943420216147488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131,0.08188409420289844,29.860001,1.0148,0.049740049270068365,8725.2117,6.02,17.315,-0.009377126276720604,1.0,1.416508586337761,1.0,1.117096932285821,1.0,1.117096932285821,3.4856,0.5395189003436426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
132,0.14424778441929687,51.720001,1.3178,0.049740049270068365,2934.2255,6.02,17.315,-0.013341105697194489,0.9857061180540095,1.9502262820512821,0.9857061180540095,1.188419140625,1.0,1.188419140625,3.753,0.18290526707612134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
134,0.07653061224489788,4.22,2.5678,0.049740049270068365,407.8377,6.02,17.315,-0.011848341232227444,0.9419642857142856,4.097087378640777,0.9419642857142856,1.6947791164658632,0.9525959367945824,1.2126436781609196,4.947,0.5364109232769831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
135,0.21860465116279082,2.62,1.1803,0.049740049270068365,478.152,6.02,17.315,-0.06870229007633588,0.8036809815950922,2.096,0.8036809815950922,1.6794871794871795,0.8397435897435898,1.2476190476190476,10.6669,0.6329504332026968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
136,0.15745701419824965,226.850006,0.9613,0.049740049270068365,102082.5,6.02,17.315,0.02226135272837504,0.9195006264987055,1.3105141429053446,1.0,1.2706548326368388,1.0,1.2229110835579515,14.0397,0.4411513367605768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
137,0.20858487592219999,36.040001000000004,1.1987,0.049740049270068365,761.5331,6.02,17.315,-0.01165377326154915,1.0,1.8029015007503755,1.0,1.3877551939836428,1.0,1.3620560227534402,4.766,0.3534383403764887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
138,0.10434782608695636,12.7,1.4119,0.049740049270068365,383.1032,6.02,17.315,0.03385826771653555,0.7613908872901678,1.4941176470588236,0.9968602825745683,1.221153846153846,1.0,1.1577028258887874,2.7161,0.4799923415661497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
139,0.08271528335908251,18.98,1.734,0.049740049270068365,713.1882,6.02,17.315,-0.014225553213909392,1.0,2.824404761904762,1.0,1.6931311329170382,1.0,1.1489104116222761,2.7857,0.5274076109355681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
140,0.09195402298850563,10.45,1.6945,0.049740049270068365,295.3658,6.02,17.315,-0.028708133971291794,0.482233502538071,1.4513888888888888,0.6543519098309329,1.0919540229885056,0.7152635181382614,1.0919540229885056,1.8233,0.5159110937041026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
141,0.08977035490605423,5.22,1.6728,0.08091422962172568,301.361,5.96,16.871666666666666,-0.03065134099616862,0.43791946308724833,1.12258064516129,0.7532467532467533,1.12258064516129,0.9078260869565217,1.12258064516129,1.7599,0.6471141044717675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
142,0.0910052910052912,10.31,1.6793,0.08091422962172568,232.3201,5.96,16.871666666666666,-0.06401551891367607,0.37220215262808115,1.2496969696969698,0.8195548489666137,1.24818401937046,0.9884947267497604,1.140486725663717,1.0307,0.8092739888305974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
143,0.2305370549185275,20.389999,1.2309,0.08091422962172568,880.0324,5.96,16.871666666666666,0.028935803282776007,0.5884559256302496,1.841914995483288,1.0,1.3889645095367846,1.0,1.3146356544165054,1.7271,0.3305174054936089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
144,0.10536468544963329,28.639999,1.1471,0.08091422962172568,721.8712,5.96,16.871666666666666,-0.008379853644547963,1.0,1.9710942188575362,1.0,1.5389574132747226,1.0,1.1665987847901744,6.3471,0.3806811145510836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
145,0.1398759446332254,55.169998,1.506,0.08091422962172568,2783.3519,5.96,16.871666666666666,-0.025919812431386968,0.7270690587929254,1.6288750997601151,0.9129571073969882,1.1923492111519343,1.0,1.1923492111519343,4.2277,0.37072002254473724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
147,0.08217446270543616,8.56,2.1849,0.08091422962172568,551.2045,5.96,16.871666666666666,0.04439252336448596,0.3631735256682223,1.4483925549915397,0.9511111111111111,1.281437125748503,1.0,1.2569750367107198,0.5218,0.6562773664517156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
149,0.12060301507537696,13.38,1.6023,0.08091422962172568,535.9493,5.96,16.871666666666666,0.008968609865470878,0.8693957115009747,1.6704119850187267,0.9985074626865672,1.2575187969924813,1.0,1.1416382252559727,1.3758,0.29897192129117844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150,0.08352668213457082,9.34,2.2842,0.08091422962172568,261.6508,5.96,16.871666666666666,0.03854389721627394,0.6092628832354859,1.9746300211416488,0.8728971962616823,1.1446078431372548,0.923837784371909,1.1446078431372548,1.619,0.47723292469352013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,0.08898305084745761,15.42,1.8884,0.08091422962172568,3666.6636,5.96,16.871666666666666,0.0006485084306095956,0.7374461979913917,1.7562642369020502,1.0,1.2286852589641433,1.0,1.1085549964054637,1.9258,0.3134754313022165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
152,0.11073369189083926,32.700001,1.9306,0.08091422962172568,1627.3957,5.96,16.871666666666666,0.014372996502354907,0.7026214073351652,1.5653423918306555,0.9467284323471791,1.2265566766691673,1.0,1.2265566766691673,1.1071,0.4447694946030465,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
153,0.19929092432054074,47.360001000000004,0.7958,0.1284628105222635,1126.8365,5.96,16.668333166666667,0.04265202612643515,1.0,1.7240627129254722,1.0,1.2950506152584087,1.0,1.2876563971630344,5.1704,0.5340773216420884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
154,0.16520210896309306,6.63,1.3694,0.1284628105222635,328.9203,5.96,16.668333166666667,-0.016591251885369585,0.6356663470757431,1.4136460554371,1.0,1.3233532934131738,1.0,1.2848837209302324,0.9881,0.21689132266217354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
155,0.09383561643835625,15.97,0.907,0.1284628105222635,545.0161,5.96,16.668333166666667,0.03068246712586098,0.7805474477295918,1.294165316045381,0.9209919261822377,1.1199158485273493,1.0,1.1199158485273493,1.9111,0.8046734571599761,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
156,0.16521750205716135,22.780001000000002,1.0009,0.1284628105222635,2133.5196,5.96,16.668333166666667,0.005706716167396042,1.0,1.7866667450980394,1.0,1.264852915047196,1.0,1.1983167280378748,16.4256,0.5323481781376518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
157,0.11111111111111116,2.6,1.1824,0.1284628105222635,474.502,5.96,16.668333166666667,0.06538461538461537,0.7975460122699387,2.08,0.7975460122699387,1.5116279069767442,0.8333333333333334,1.2380952380952381,10.5855,1.0435032706730876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
158,0.08188585607940446,8.72,2.5421,0.1284628105222635,595.7003,5.96,16.668333166666667,-0.05733944954128445,0.7862939585211903,1.9818181818181817,0.7862939585211903,1.0818858560794045,0.856581532416503,1.0818858560794045,3.925,0.5051285338803769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,0.08300875934718799,44.490002000000004,1.5216,0.1284628105222635,1603.7886,5.96,16.668333166666667,-0.02000458440078301,0.8946310476573498,1.27991957882161,0.9530848757497858,1.108646919794495,1.0,1.108646919794495,1.8168,0.3296526154590151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
160,0.08122075498688996,23.030001000000002,1.0673,0.1284628105222635,1514.7061,5.96,16.668333166666667,-0.013895005909900005,0.9696842526315791,1.4915803756476687,1.0,1.1457711940298507,1.0,1.1457711940298507,42.9448,1.1334944936878861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
161,0.08130081300813008,3.99,1.9354,0.1284628105222635,625.1082,5.96,16.668333166666667,-0.03508771929824561,0.9109589041095891,1.985074626865672,1.0,1.4562043795620438,1.0,1.246875,2.4117,0.47673008572025927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162,0.10504885993485358,13.57,1.25,0.1284628105222635,632.4801,5.96,16.668333166666667,-0.003684598378776771,0.5067214149842638,1.15,0.7857556456282572,1.15,1.0,1.147083685545224,1.2814,0.4409336122426511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
163,0.17368421052631589,8.92,1.4686,0.1284628105222635,426.9596,5.96,16.668333166666667,-0.04596412556053808,0.39157153680546364,1.5871886120996441,0.7445742904841403,1.2927536231884058,1.0,1.2927536231884058,1.5564,0.31217440791489737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
164,0.14202898550724652,11.82,1.5297,0.15077907369491483,232.9535,5.92,16.791666333333332,-0.050761421319796884,0.6544850860733714,1.2429022082018928,0.8473118279569893,1.152046783625731,0.936608557844691,1.152046783625731,4.2503,0.45353159851301117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
165,0.07774798927613924,4.02,1.7082,0.15077907369491483,801.69,5.92,16.791666333333332,-0.02487562189054715,0.36086175942549364,1.092391304347826,0.6165644171779141,1.092391304347826,0.8739130434782608,1.092391304347826,0.5575,0.9969485614646905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
166,0.20376175548589348,15.36,1.0461,0.15077907369491483,331.6688,5.92,16.791666333333332,0.013671875,1.0,4.042105263157895,1.0,2.56,1.0,1.4235403151065802,3.9242,0.3938682502416793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
167,0.1236227391460023,41.810001,1.2073,0.1587223613747073,1186.5881,5.94,17.278333,0.016503204580167408,1.0,1.4343053516295026,1.0,1.1734493355753766,1.0,1.1734493355753766,3.1015,0.29739776951672864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
168,0.1827586206896552,10.29,1.2026,0.1587223613747073,293.7383,5.94,17.278333,0.024295432458697697,1.0,2.8114754098360653,1.0,1.6128526645768024,1.0,1.4,4.702,0.7405049862083598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
169,0.0897959183673469,10.68,0.7925,0.1587223613747073,369.1222,5.94,17.278333,-0.01872659176029956,0.8121673003802281,1.5822222222222222,0.8121673003802281,1.246207701283547,0.923076923076923,1.089795918367347,2.6999,0.5168478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
170,0.08480565371024729,15.35,0.7224,0.1587223613747073,6036.1642,5.94,17.278333,-0.030618892508143203,0.3322510750595005,1.169969512195122,0.427576577850887,1.169969512195122,0.666232609972543,1.169969512195122,1.0415,0.6656492134303827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172,0.21597640532544404,16.440001000000002,1.2468,0.1587223613747073,766.2471,5.94,17.278333,-0.08394166156072624,0.6138909778233391,1.3932204237288137,0.9519398378691374,1.3932204237288137,1.0,1.389687320371936,1.5524,0.31009272087818396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
173,0.07849293563579285,6.87,1.4555,0.1587223613747073,203.4625,5.94,17.278333,-0.00727802037845704,0.8257211538461539,1.7047146401985112,0.8257211538461539,1.148829431438127,1.0,1.148829431438127,1.7921,0.3682557807593491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
174,0.09518213866039948,9.32,1.4671,0.1587223613747073,446.1058,5.94,17.278333,-0.08798283261802575,0.409130798545619,1.6583629893238434,0.7779632721202003,1.3507246376811595,1.0,1.3507246376811595,1.6262,0.6774809160305344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
175,0.5535952686447476,58.119999,0.8588,0.167453124558815,12255.3781,5.95,17.714999833333334,0.10392300591746406,1.0,2.1849623684210524,1.0,1.6376442864105782,1.0,1.6376442864105782,13.1708,0.4009717452873586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
176,0.08695652173913038,7.0,1.0938,0.167453124558815,470.5589,5.95,17.714999833333334,-0.017142857142857126,0.28340079824288267,1.1075949367088607,0.586756077116513,1.0869565217391304,0.9510869565217391,1.0869565217391304,0.5816,0.4179988820570151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
177,0.10231011408071145,73.47999,1.3058,0.16927914401172817,1262.019,6.0,18.031666333333334,-0.00653239065492528,0.8277570125042244,1.2631939578199745,1.0,1.104962089479385,1.0,1.104962089479385,2.0332,0.6542699724517906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,0.10000000000000009,3.41,1.0871,0.16927914401172817,2141.6052,6.0,18.031666333333334,0.04105571847507328,0.5190258751902588,1.4449152542372883,0.5553745928338762,1.1291390728476822,0.9498607242339834,1.1291390728476822,34.6717,0.13971162001696352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
179,0.12164684206819443,17.98,0.7595,0.16927914401172817,799.9302,6.0,18.031666333333334,0.03392658509454938,0.9708423326133909,1.4523424878836833,0.9708423326133909,1.1216468420681944,1.0,1.1216468420681944,4.3984,0.30967505048650634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
180,0.25735294117647056,3.42,1.1963,0.16927914401172817,624.1527,6.0,18.031666333333334,0.07017543859649122,1.0,2.7359999999999998,1.0,1.9883720930232558,1.0,1.6285714285714286,13.9239,0.837426561510836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
181,0.15303850102942373,51.610001000000004,0.8189,0.16927914401172817,1513.4964,6.0,18.031666333333334,0.04766516086678618,1.0,1.4645288896408122,1.0,1.2279324822253745,1.0,1.1919169097440396,4.0013,0.4562899786780384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
182,0.18913857677902612,12.7,1.0065,0.16927914401172817,276.1869,6.0,18.031666333333334,0.08425196850393712,0.7868649805988216,1.904047976011994,1.0,1.4853801169590641,1.0,1.3215400624349636,1.614,1.094243641231593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
184,0.2539061521742121,28.889999,1.3565,0.16927914401172817,1293.4507,6.0,18.031666333333334,-0.06645898464724775,0.9601196078431372,1.855491265253693,0.9763433254477865,1.2839999555555555,1.0,1.2839999555555555,1.6153,0.40380047505938244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
185,0.09180815318863567,7.730005,1.5634,0.16927914401172817,1675.3851,6.0,18.031666333333334,0.020697399290168672,0.3763390394831004,1.3396889081455807,0.984713887297594,1.3396889081455807,1.0,1.3396889081455807,1.3163,0.8664212831384243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,0.09134615384615374,9.08,0.991,0.1480099401675935,223.3408,6.04,18.611666333333332,-0.029735682819383213,0.7721088435374149,1.5601374570446735,0.7721088435374149,1.165596919127086,0.8353265869365226,1.0913461538461537,6.8962,0.6200527704485488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
188,0.10703811924347062,30.200001,1.3613,0.1480099401675935,408.8646,6.04,18.611666333333332,-0.024834436263760362,0.5813282082516226,1.1070381192434706,0.6902857371428571,1.1070381192434706,0.9375970797142839,1.1070381192434706,10.17,0.32260634060857096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
189,0.07873303167420809,11.92,1.5178,0.1480099401675935,234.9243,6.04,18.611666333333332,0.08053691275167796,0.6600221849403204,1.2534174553101998,0.8544802867383513,1.161793372319688,1.0,1.161793372319688,4.2862,0.8185053380782918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,0.08425196850393712,13.77,0.9992,0.1480099401675935,299.4562,6.04,18.611666333333332,0.000726216412490821,0.8531599041610846,2.0644677661169415,1.0,1.6105263157894736,1.0,1.4328824141519252,1.75,0.9243944213359432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
191,0.0792906103286386,20.690001000000002,1.2374,0.1480099401675935,939.965,6.04,18.611666333333332,0.016916383909309607,0.8789294868764025,1.4338185031185033,0.9838326208353485,1.2300832936979786,1.0,1.1475318831097125,1.035,0.43136058572300184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
